participant,block,trial,stim,wght,resp,reversal,isswitch,isrepeat
1,2,1,1,3,1,0,NaN,NaN
1,2,2,1,3,1,0,0,1
1,2,3,1,1,1,0,0,1
1,2,4,1,2,1,0,0,1
1,2,5,1,1,1,0,0,1
1,2,6,1,2,1,0,0,1
1,2,7,1,3,NaN,0,1,0
1,2,8,1,2,-1,0,1,0
1,2,9,1,1,-1,0,0,1
1,2,10,-1,1,-1,1,0,1
1,2,11,-1,1,-1,0,0,1
1,2,12,-1,2,-1,0,0,1
1,2,13,-1,2,-1,0,0,1
1,2,14,-1,3,-1,0,0,1
1,2,15,-1,2,-1,0,0,1
1,2,16,-1,3,-1,0,0,1
1,2,17,-1,2,-1,0,0,1
1,2,18,-1,2,1,0,1,0
1,2,19,-1,1,NaN,0,1,0
1,2,20,-1,2,-1,0,1,0
1,2,21,-1,1,1,0,1,0
1,2,22,1,2,1,1,0,1
1,2,23,1,1,1,0,0,1
1,2,24,1,3,1,0,0,1
1,2,25,1,1,1,0,0,1
1,2,26,1,2,1,0,0,1
1,2,27,1,3,1,0,0,1
1,2,28,-1,1,-1,1,1,0
1,2,29,-1,3,-1,0,0,1
1,2,30,-1,3,-1,0,0,1
1,2,31,-1,1,-1,0,0,1
1,2,32,-1,3,-1,0,0,1
1,2,33,-1,1,-1,0,0,1
1,2,34,1,3,1,1,1,0
1,2,35,1,2,1,0,0,1
1,2,36,1,1,1,0,0,1
1,2,37,1,2,-1,0,1,0
1,2,38,1,3,1,0,1,0
1,2,39,1,2,-1,0,1,0
1,2,40,-1,3,-1,1,0,1
1,2,41,-1,3,-1,0,0,1
1,2,42,-1,3,-1,0,0,1
1,2,43,-1,3,-1,0,0,1
1,2,44,-1,2,-1,0,0,1
1,2,45,-1,2,-1,0,0,1
1,2,46,1,2,1,1,1,0
1,2,47,1,1,1,0,0,1
1,2,48,1,1,1,0,0,1
1,2,49,1,3,1,0,0,1
1,2,50,1,3,1,0,0,1
1,2,51,1,1,1,0,0,1
1,2,52,1,2,1,0,0,1
1,2,53,1,2,1,0,0,1
1,2,54,1,3,1,0,0,1
1,2,55,1,1,1,0,0,1
1,2,56,1,1,-1,0,1,0
1,2,57,1,1,-1,0,0,1
1,2,58,1,2,-1,0,0,1
1,2,59,1,1,-1,0,0,1
1,2,60,1,2,-1,0,0,1
1,2,61,1,2,-1,0,0,1
1,2,62,-1,1,-1,1,0,1
1,2,63,-1,3,-1,0,0,1
1,2,64,-1,1,-1,0,0,1
1,2,65,-1,3,-1,0,0,1
1,2,66,-1,1,-1,0,0,1
1,2,67,-1,2,-1,0,0,1
1,2,68,-1,1,-1,0,0,1
1,2,69,-1,3,-1,0,0,1
1,2,70,1,2,1,1,1,0
1,2,71,1,2,1,0,0,1
1,2,72,1,1,1,0,0,1
1,2,73,1,3,1,0,0,1
1,2,74,1,3,1,0,0,1
1,2,75,-1,3,1,1,0,1
1,2,76,-1,2,1,0,0,1
1,2,77,-1,3,-1,0,1,0
1,2,78,-1,2,-1,0,0,1
1,2,79,-1,1,-1,0,0,1
1,2,80,-1,1,-1,0,0,1
1,4,1,-1,1,-1,0,NaN,NaN
1,4,2,-1,3,1,0,1,0
1,4,3,-1,3,1,0,0,1
1,4,4,-1,1,1,0,0,1
1,4,5,-1,3,1,0,0,1
1,4,6,-1,2,1,0,0,1
1,4,7,1,2,1,1,0,1
1,4,8,1,1,1,0,0,1
1,4,9,1,3,1,0,0,1
1,4,10,1,3,1,0,0,1
1,4,11,1,1,1,0,0,1
1,4,12,1,2,1,0,0,1
1,4,13,1,1,1,0,0,1
1,4,14,1,1,1,0,0,1
1,4,15,1,1,1,0,0,1
1,4,16,1,3,1,0,0,1
1,4,17,1,2,-1,0,1,0
1,4,18,-1,1,-1,1,0,1
1,4,19,-1,3,-1,0,0,1
1,4,20,-1,3,-1,0,0,1
1,4,21,-1,3,-1,0,0,1
1,4,22,-1,1,-1,0,0,1
1,4,23,-1,2,-1,0,0,1
1,4,24,-1,1,1,0,1,0
1,4,25,1,2,1,1,0,1
1,4,26,1,2,1,0,0,1
1,4,27,1,2,1,0,0,1
1,4,28,1,1,1,0,0,1
1,4,29,1,2,1,0,0,1
1,4,30,1,3,1,0,0,1
1,4,31,1,1,-1,0,1,0
1,4,32,1,3,1,0,1,0
1,4,33,-1,1,1,1,0,1
1,4,34,-1,1,1,0,0,1
1,4,35,-1,2,-1,0,1,0
1,4,36,-1,2,-1,0,0,1
1,4,37,-1,3,-1,0,0,1
1,4,38,-1,3,-1,0,0,1
1,4,39,-1,3,-1,0,0,1
1,4,40,1,2,-1,1,0,1
1,4,41,1,1,-1,0,0,1
1,4,42,1,2,1,0,1,0
1,4,43,1,2,1,0,0,1
1,4,44,1,2,1,0,0,1
1,4,45,1,2,1,0,0,1
1,4,46,-1,3,1,1,0,1
1,4,47,-1,1,1,0,0,1
1,4,48,-1,3,-1,0,1,0
1,4,49,-1,3,-1,0,0,1
1,4,50,-1,3,-1,0,0,1
1,4,51,1,3,NaN,1,1,0
1,4,52,1,2,1,0,1,0
1,4,53,1,1,1,0,0,1
1,4,54,1,2,1,0,0,1
1,4,55,1,1,1,0,0,1
1,4,56,1,1,1,0,0,1
1,4,57,1,1,1,0,0,1
1,4,58,1,2,1,0,0,1
1,4,59,1,3,1,0,0,1
1,4,60,1,1,1,0,0,1
1,4,61,1,1,1,0,0,1
1,4,62,-1,3,1,1,0,1
1,4,63,-1,3,-1,0,1,0
1,4,64,-1,1,-1,0,0,1
1,4,65,-1,3,-1,0,0,1
1,4,66,-1,2,-1,0,0,1
1,4,67,-1,2,-1,0,0,1
1,4,68,-1,2,-1,0,0,1
1,4,69,-1,3,-1,0,0,1
1,4,70,-1,2,-1,0,0,1
1,4,71,-1,2,-1,0,0,1
1,4,72,-1,3,-1,0,0,1
1,4,73,-1,3,1,0,1,0
1,4,74,-1,3,1,0,0,1
1,4,75,-1,1,1,0,0,1
1,4,76,1,1,1,1,0,1
1,4,77,1,2,1,0,0,1
1,4,78,1,2,1,0,0,1
1,4,79,1,1,1,0,0,1
1,4,80,1,1,1,0,0,1
1,6,1,-1,1,1,0,NaN,NaN
1,6,2,-1,2,1,0,0,1
1,6,3,-1,2,1,0,0,1
1,6,4,-1,2,1,0,0,1
1,6,5,-1,3,1,0,0,1
1,6,6,1,2,1,1,0,1
1,6,7,1,1,1,0,0,1
1,6,8,1,3,1,0,0,1
1,6,9,1,3,1,0,0,1
1,6,10,1,2,1,0,0,1
1,6,11,1,3,1,0,0,1
1,6,12,1,3,-1,0,1,0
1,6,13,1,3,1,0,1,0
1,6,14,1,2,1,0,0,1
1,6,15,1,2,1,0,0,1
1,6,16,1,3,1,0,0,1
1,6,17,1,2,1,0,0,1
1,6,18,1,1,1,0,0,1
1,6,19,-1,3,-1,1,1,0
1,6,20,-1,3,-1,0,0,1
1,6,21,-1,1,-1,0,0,1
1,6,22,-1,2,-1,0,0,1
1,6,23,-1,1,-1,0,0,1
1,6,24,-1,2,-1,0,0,1
1,6,25,-1,3,-1,0,0,1
1,6,26,-1,1,-1,0,0,1
1,6,27,-1,2,-1,0,0,1
1,6,28,1,2,1,1,1,0
1,6,29,1,3,1,0,0,1
1,6,30,1,1,1,0,0,1
1,6,31,1,1,1,0,0,1
1,6,32,1,2,1,0,0,1
1,6,33,-1,3,1,1,0,1
1,6,34,-1,1,1,0,0,1
1,6,35,-1,1,1,0,0,1
1,6,36,-1,3,-1,0,1,0
1,6,37,-1,3,-1,0,0,1
1,6,38,-1,1,-1,0,0,1
1,6,39,1,1,-1,1,0,1
1,6,40,1,3,-1,0,0,1
1,6,41,1,1,-1,0,0,1
1,6,42,1,1,1,0,1,0
1,6,43,1,2,1,0,0,1
1,6,44,1,1,1,0,0,1
1,6,45,1,1,-1,0,1,0
1,6,46,1,2,1,0,1,0
1,6,47,-1,1,1,1,0,1
1,6,48,-1,2,1,0,0,1
1,6,49,-1,1,-1,0,1,0
1,6,50,-1,3,-1,0,0,1
1,6,51,-1,3,-1,0,0,1
1,6,52,-1,1,-1,0,0,1
1,6,53,-1,2,-1,0,0,1
1,6,54,-1,1,-1,0,0,1
1,6,55,1,2,-1,1,0,1
1,6,56,1,3,-1,0,0,1
1,6,57,1,2,-1,0,0,1
1,6,58,1,1,1,0,1,0
1,6,59,1,3,1,0,0,1
1,6,60,1,2,1,0,0,1
1,6,61,1,1,1,0,0,1
1,6,62,1,3,1,0,0,1
1,6,63,1,3,1,0,0,1
1,6,64,-1,3,-1,1,1,0
1,6,65,-1,2,-1,0,0,1
1,6,66,-1,3,-1,0,0,1
1,6,67,-1,2,-1,0,0,1
1,6,68,-1,1,-1,0,0,1
1,6,69,-1,2,-1,0,0,1
1,6,70,-1,3,-1,0,0,1
1,6,71,-1,1,-1,0,0,1
1,6,72,-1,2,-1,0,0,1
1,6,73,-1,2,-1,0,0,1
1,6,74,-1,3,1,0,1,0
1,6,75,1,1,1,1,0,1
1,6,76,1,3,1,0,0,1
1,6,77,1,2,1,0,0,1
1,6,78,1,3,1,0,0,1
1,6,79,1,1,1,0,0,1
1,6,80,1,2,1,0,0,1
1,8,1,1,3,1,0,NaN,NaN
1,8,2,1,1,1,0,0,1
1,8,3,1,1,1,0,0,1
1,8,4,1,1,1,0,0,1
1,8,5,1,2,1,0,0,1
1,8,6,1,1,1,0,0,1
1,8,7,1,3,1,0,0,1
1,8,8,1,1,1,0,0,1
1,8,9,1,3,1,0,0,1
1,8,10,1,1,1,0,0,1
1,8,11,-1,2,1,1,0,1
1,8,12,-1,1,-1,0,1,0
1,8,13,-1,2,-1,0,0,1
1,8,14,-1,2,-1,0,0,1
1,8,15,-1,3,-1,0,0,1
1,8,16,-1,2,-1,0,0,1
1,8,17,1,2,-1,1,0,1
1,8,18,1,3,1,0,1,0
1,8,19,1,2,1,0,0,1
1,8,20,1,3,1,0,0,1
1,8,21,1,3,1,0,0,1
1,8,22,-1,2,-1,1,1,0
1,8,23,-1,2,-1,0,0,1
1,8,24,-1,3,-1,0,0,1
1,8,25,-1,2,1,0,1,0
1,8,26,-1,2,1,0,0,1
1,8,27,-1,3,-1,0,1,0
1,8,28,-1,1,-1,0,0,1
1,8,29,-1,1,-1,0,0,1
1,8,30,-1,3,-1,0,0,1
1,8,31,-1,2,-1,0,0,1
1,8,32,-1,1,-1,0,0,1
1,8,33,-1,3,-1,0,0,1
1,8,34,1,3,-1,1,0,1
1,8,35,1,2,1,0,1,0
1,8,36,1,3,1,0,0,1
1,8,37,1,1,1,0,0,1
1,8,38,1,1,1,0,0,1
1,8,39,1,2,1,0,0,1
1,8,40,-1,1,1,1,0,1
1,8,41,-1,1,-1,0,1,0
1,8,42,-1,2,-1,0,0,1
1,8,43,-1,3,-1,0,0,1
1,8,44,-1,3,-1,0,0,1
1,8,45,-1,1,-1,0,0,1
1,8,46,-1,2,-1,0,0,1
1,8,47,-1,3,1,0,1,0
1,8,48,-1,1,1,0,0,1
1,8,49,1,1,1,1,0,1
1,8,50,1,1,1,0,0,1
1,8,51,1,3,1,0,0,1
1,8,52,1,3,1,0,0,1
1,8,53,1,2,1,0,0,1
1,8,54,-1,3,1,1,0,1
1,8,55,-1,3,1,0,0,1
1,8,56,-1,3,1,0,0,1
1,8,57,-1,3,1,0,0,1
1,8,58,-1,3,-1,0,1,0
1,8,59,1,1,-1,1,0,1
1,8,60,1,2,-1,0,0,1
1,8,61,1,2,1,0,1,0
1,8,62,1,2,1,0,0,1
1,8,63,1,1,1,0,0,1
1,8,64,1,2,1,0,0,1
1,8,65,1,2,1,0,0,1
1,8,66,1,1,1,0,0,1
1,8,67,1,1,1,0,0,1
1,8,68,1,2,1,0,0,1
1,8,69,1,2,1,0,0,1
1,8,70,1,1,1,0,0,1
1,8,71,1,1,1,0,0,1
1,8,72,1,2,1,0,0,1
1,8,73,1,1,1,0,0,1
1,8,74,-1,3,1,1,0,1
1,8,75,-1,2,1,0,0,1
1,8,76,-1,3,-1,0,1,0
1,8,77,-1,2,-1,0,0,1
1,8,78,-1,1,-1,0,0,1
1,8,79,-1,1,-1,0,0,1
1,8,80,-1,3,-1,0,0,1
1,9,1,1,1,-1,0,NaN,NaN
1,9,2,1,2,-1,0,0,1
1,9,3,1,1,1,0,1,0
1,9,4,1,3,1,0,0,1
1,9,5,1,3,1,0,0,1
1,9,6,1,1,1,0,0,1
1,9,7,-1,3,1,1,0,1
1,9,8,-1,1,1,0,0,1
1,9,9,-1,2,1,0,0,1
1,9,10,-1,1,-1,0,1,0
1,9,11,-1,2,-1,0,0,1
1,9,12,-1,1,-1,0,0,1
1,9,13,-1,2,-1,0,0,1
1,9,14,1,3,-1,1,0,1
1,9,15,1,3,-1,0,0,1
1,9,16,1,1,1,0,1,0
1,9,17,1,2,1,0,0,1
1,9,18,1,2,1,0,0,1
1,9,19,1,2,1,0,0,1
1,9,20,-1,1,1,1,0,1
1,9,21,-1,2,1,0,0,1
1,9,22,-1,2,1,0,0,1
1,9,23,-1,2,-1,0,1,0
1,9,24,-1,1,-1,0,0,1
1,9,25,-1,1,-1,0,0,1
1,9,26,-1,3,-1,0,0,1
1,9,27,-1,2,-1,0,0,1
1,9,28,-1,2,-1,0,0,1
1,9,29,-1,1,-1,0,0,1
1,9,30,-1,3,-1,0,0,1
1,9,31,-1,2,-1,0,0,1
1,9,32,1,2,-1,1,0,1
1,9,33,1,3,1,0,1,0
1,9,34,1,3,-1,0,1,0
1,9,35,1,3,1,0,1,0
1,9,36,1,3,1,0,0,1
1,9,37,1,2,1,0,0,1
1,9,38,1,3,1,0,0,1
1,9,39,1,1,1,0,0,1
1,9,40,1,3,1,0,0,1
1,9,41,-1,1,-1,1,1,0
1,9,42,-1,3,-1,0,0,1
1,9,43,-1,2,-1,0,0,1
1,9,44,-1,3,-1,0,0,1
1,9,45,-1,3,-1,0,0,1
1,9,46,1,3,-1,1,0,1
1,9,47,1,1,-1,0,0,1
1,9,48,1,2,-1,0,0,1
1,9,49,1,1,-1,0,0,1
1,9,50,1,3,1,0,1,0
1,9,51,1,3,1,0,0,1
1,9,52,1,1,1,0,0,1
1,9,53,1,1,1,0,0,1
1,9,54,1,3,1,0,0,1
1,9,55,-1,2,-1,1,1,0
1,9,56,-1,1,-1,0,0,1
1,9,57,-1,3,-1,0,0,1
1,9,58,-1,2,-1,0,0,1
1,9,59,-1,1,-1,0,0,1
1,9,60,-1,2,-1,0,0,1
1,9,61,-1,2,-1,0,0,1
1,9,62,-1,1,-1,0,0,1
1,9,63,1,1,1,1,1,0
1,9,64,1,2,1,0,0,1
1,9,65,1,2,1,0,0,1
1,9,66,1,3,1,0,0,1
1,9,67,1,1,1,0,0,1
1,9,68,1,2,1,0,0,1
1,9,69,1,2,1,0,0,1
1,9,70,1,3,1,0,0,1
1,9,71,1,1,1,0,0,1
1,9,72,1,1,1,0,0,1
1,9,73,-1,2,-1,1,1,0
1,9,74,-1,3,-1,0,0,1
1,9,75,-1,2,-1,0,0,1
1,9,76,-1,1,-1,0,0,1
1,9,77,-1,1,-1,0,0,1
1,9,78,-1,3,-1,0,0,1
1,9,79,-1,3,-1,0,0,1
1,9,80,-1,1,-1,0,0,1
1,11,1,-1,1,-1,0,NaN,NaN
1,11,2,-1,3,-1,0,0,1
1,11,3,-1,1,-1,0,0,1
1,11,4,-1,2,-1,0,0,1
1,11,5,-1,3,-1,0,0,1
1,11,6,1,1,-1,1,0,1
1,11,7,1,1,1,0,1,0
1,11,8,1,3,1,0,0,1
1,11,9,1,3,1,0,0,1
1,11,10,1,2,1,0,0,1
1,11,11,1,2,1,0,0,1
1,11,12,1,3,1,0,0,1
1,11,13,1,3,1,0,0,1
1,11,14,-1,3,1,1,0,1
1,11,15,-1,3,1,0,0,1
1,11,16,-1,1,1,0,0,1
1,11,17,-1,3,-1,0,1,0
1,11,18,-1,1,-1,0,0,1
1,11,19,1,1,-1,1,0,1
1,11,20,1,2,-1,0,0,1
1,11,21,1,2,-1,0,0,1
1,11,22,1,1,-1,0,0,1
1,11,23,1,1,-1,0,0,1
1,11,24,1,3,-1,0,0,1
1,11,25,1,3,-1,0,0,1
1,11,26,1,2,1,0,1,0
1,11,27,1,2,1,0,0,1
1,11,28,1,2,1,0,0,1
1,11,29,1,1,1,0,0,1
1,11,30,1,2,1,0,0,1
1,11,31,-1,1,1,1,0,1
1,11,32,-1,2,1,0,0,1
1,11,33,-1,1,1,0,0,1
1,11,34,-1,1,1,0,0,1
1,11,35,-1,3,-1,0,1,0
1,11,36,-1,1,1,0,1,0
1,11,37,-1,2,1,0,0,1
1,11,38,-1,2,1,0,0,1
1,11,39,-1,1,1,0,0,1
1,11,40,1,3,1,1,0,1
1,11,41,1,2,1,0,0,1
1,11,42,1,3,1,0,0,1
1,11,43,1,3,-1,0,1,0
1,11,44,1,2,-1,0,0,1
1,11,45,1,2,1,0,1,0
1,11,46,1,1,1,0,0,1
1,11,47,1,3,1,0,0,1
1,11,48,-1,2,-1,1,1,0
1,11,49,-1,3,1,0,1,0
1,11,50,-1,1,-1,0,1,0
1,11,51,-1,1,-1,0,0,1
1,11,52,-1,1,-1,0,0,1
1,11,53,-1,3,-1,0,0,1
1,11,54,-1,1,-1,0,0,1
1,11,55,-1,2,-1,0,0,1
1,11,56,-1,3,-1,0,0,1
1,11,57,-1,2,-1,0,0,1
1,11,58,-1,2,-1,0,0,1
1,11,59,1,2,-1,1,0,1
1,11,60,1,3,-1,0,0,1
1,11,61,1,2,-1,0,0,1
1,11,62,1,2,-1,0,0,1
1,11,63,1,3,1,0,1,0
1,11,64,1,2,1,0,0,1
1,11,65,1,1,1,0,0,1
1,11,66,-1,2,1,1,0,1
1,11,67,-1,1,1,0,0,1
1,11,68,-1,1,-1,0,1,0
1,11,69,-1,3,-1,0,0,1
1,11,70,-1,3,-1,0,0,1
1,11,71,-1,3,-1,0,0,1
1,11,72,-1,1,-1,0,0,1
1,11,73,-1,3,-1,0,0,1
1,11,74,-1,2,-1,0,0,1
1,11,75,1,3,1,1,1,0
1,11,76,1,3,1,0,0,1
1,11,77,1,2,1,0,0,1
1,11,78,1,1,1,0,0,1
1,11,79,1,1,1,0,0,1
1,11,80,1,1,1,0,0,1
1,13,1,-1,3,-1,0,NaN,NaN
1,13,2,-1,2,-1,0,0,1
1,13,3,-1,3,-1,0,0,1
1,13,4,-1,1,-1,0,0,1
1,13,5,-1,1,-1,0,0,1
1,13,6,-1,2,-1,0,0,1
1,13,7,1,3,-1,1,0,1
1,13,8,1,1,1,0,1,0
1,13,9,1,3,-1,0,1,0
1,13,10,1,1,1,0,1,0
1,13,11,1,2,1,0,0,1
1,13,12,1,2,-1,0,1,0
1,13,13,1,2,-1,0,0,1
1,13,14,1,3,1,0,1,0
1,13,15,1,1,-1,0,1,0
1,13,16,-1,1,-1,1,0,1
1,13,17,-1,3,-1,0,0,1
1,13,18,-1,2,-1,0,0,1
1,13,19,-1,2,-1,0,0,1
1,13,20,-1,1,-1,0,0,1
1,13,21,-1,3,-1,0,0,1
1,13,22,-1,1,-1,0,0,1
1,13,23,-1,3,-1,0,0,1
1,13,24,-1,3,-1,0,0,1
1,13,25,1,3,-1,1,0,1
1,13,26,1,1,-1,0,0,1
1,13,27,1,2,1,0,1,0
1,13,28,1,2,1,0,0,1
1,13,29,1,2,1,0,0,1
1,13,30,1,1,1,0,0,1
1,13,31,1,2,1,0,0,1
1,13,32,1,3,1,0,0,1
1,13,33,1,3,1,0,0,1
1,13,34,1,3,1,0,0,1
1,13,35,-1,2,1,1,0,1
1,13,36,-1,3,1,0,0,1
1,13,37,-1,2,1,0,0,1
1,13,38,-1,1,-1,0,1,0
1,13,39,-1,1,-1,0,0,1
1,13,40,-1,3,-1,0,0,1
1,13,41,-1,1,-1,0,0,1
1,13,42,1,2,-1,1,0,1
1,13,43,1,1,-1,0,0,1
1,13,44,1,1,-1,0,0,1
1,13,45,1,2,-1,0,0,1
1,13,46,1,3,-1,0,0,1
1,13,47,1,1,-1,0,0,1
1,13,48,1,1,-1,0,0,1
1,13,49,1,3,-1,0,0,1
1,13,50,-1,1,-1,1,0,1
1,13,51,-1,2,-1,0,0,1
1,13,52,-1,1,1,0,1,0
1,13,53,-1,3,-1,0,1,0
1,13,54,-1,2,-1,0,0,1
1,13,55,-1,1,-1,0,0,1
1,13,56,-1,1,-1,0,0,1
1,13,57,-1,2,-1,0,0,1
1,13,58,-1,3,-1,0,0,1
1,13,59,-1,1,-1,0,0,1
1,13,60,1,3,1,1,1,0
1,13,61,1,3,1,0,0,1
1,13,62,1,2,1,0,0,1
1,13,63,1,1,1,0,0,1
1,13,64,1,2,1,0,0,1
1,13,65,1,1,1,0,0,1
1,13,66,1,2,1,0,0,1
1,13,67,1,2,1,0,0,1
1,13,68,-1,2,1,1,0,1
1,13,69,-1,3,-1,0,1,0
1,13,70,-1,2,-1,0,0,1
1,13,71,-1,2,-1,0,0,1
1,13,72,-1,3,-1,0,0,1
1,13,73,-1,3,-1,0,0,1
1,13,74,-1,3,-1,0,0,1
1,13,75,-1,2,-1,0,0,1
1,13,76,1,1,-1,1,0,1
1,13,77,1,3,-1,0,0,1
1,13,78,1,3,-1,0,0,1
1,13,79,1,2,1,0,1,0
1,13,80,1,1,1,0,0,1
1,15,1,1,2,NaN,0,NaN,NaN
1,15,2,1,3,-1,0,1,0
1,15,3,1,3,1,0,1,0
1,15,4,1,2,-1,0,1,0
1,15,5,1,2,1,0,1,0
1,15,6,-1,1,-1,1,1,0
1,15,7,-1,2,-1,0,0,1
1,15,8,-1,3,-1,0,0,1
1,15,9,-1,3,-1,0,0,1
1,15,10,-1,2,-1,0,0,1
1,15,11,-1,3,-1,0,0,1
1,15,12,-1,1,-1,0,0,1
1,15,13,-1,1,-1,0,0,1
1,15,14,-1,1,-1,0,0,1
1,15,15,-1,1,-1,0,0,1
1,15,16,-1,2,-1,0,0,1
1,15,17,-1,3,-1,0,0,1
1,15,18,1,2,1,1,1,0
1,15,19,1,2,1,0,0,1
1,15,20,1,1,1,0,0,1
1,15,21,1,2,1,0,0,1
1,15,22,1,1,1,0,0,1
1,15,23,-1,3,1,1,0,1
1,15,24,-1,2,1,0,0,1
1,15,25,-1,3,1,0,0,1
1,15,26,-1,1,1,0,0,1
1,15,27,-1,2,-1,0,1,0
1,15,28,-1,1,-1,0,0,1
1,15,29,-1,1,-1,0,0,1
1,15,30,-1,1,-1,0,0,1
1,15,31,1,1,-1,1,0,1
1,15,32,1,2,1,0,1,0
1,15,33,1,2,1,0,0,1
1,15,34,1,3,1,0,0,1
1,15,35,1,2,1,0,0,1
1,15,36,1,1,1,0,0,1
1,15,37,1,3,1,0,0,1
1,15,38,1,1,1,0,0,1
1,15,39,1,3,1,0,0,1
1,15,40,-1,3,-1,1,1,0
1,15,41,-1,3,-1,0,0,1
1,15,42,-1,1,-1,0,0,1
1,15,43,-1,1,-1,0,0,1
1,15,44,-1,1,-1,0,0,1
1,15,45,1,2,-1,1,0,1
1,15,46,1,3,1,0,1,0
1,15,47,1,1,1,0,0,1
1,15,48,1,1,-1,0,1,0
1,15,49,1,2,-1,0,0,1
1,15,50,1,2,-1,0,0,1
1,15,51,1,3,-1,0,0,1
1,15,52,1,3,1,0,1,0
1,15,53,1,3,1,0,0,1
1,15,54,1,2,1,0,0,1
1,15,55,1,3,-1,0,1,0
1,15,56,1,3,1,0,1,0
1,15,57,-1,1,-1,1,1,0
1,15,58,-1,2,-1,0,0,1
1,15,59,-1,1,1,0,1,0
1,15,60,-1,3,-1,0,1,0
1,15,61,-1,2,-1,0,0,1
1,15,62,1,3,-1,1,0,1
1,15,63,1,3,-1,0,0,1
1,15,64,1,3,1,0,1,0
1,15,65,1,3,1,0,0,1
1,15,66,1,1,1,0,0,1
1,15,67,1,1,1,0,0,1
1,15,68,1,3,1,0,0,1
1,15,69,1,3,1,0,0,1
1,15,70,1,2,1,0,0,1
1,15,71,-1,2,-1,1,1,0
1,15,72,-1,2,-1,0,0,1
1,15,73,-1,3,-1,0,0,1
1,15,74,-1,2,-1,0,0,1
1,15,75,-1,2,-1,0,0,1
1,15,76,-1,1,1,0,1,0
1,15,77,-1,2,1,0,0,1
1,15,78,-1,2,1,0,0,1
1,15,79,-1,1,-1,0,1,0
1,15,80,-1,1,-1,0,0,1
2,1,1,1,1,1,0,NaN,NaN
2,1,2,1,2,1,0,0,1
2,1,3,1,3,-1,0,1,0
2,1,4,1,2,1,0,1,0
2,1,5,1,1,-1,0,1,0
2,1,6,-1,2,1,1,1,0
2,1,7,-1,2,-1,0,1,0
2,1,8,-1,2,-1,0,0,1
2,1,9,-1,3,-1,0,0,1
2,1,10,-1,3,-1,0,0,1
2,1,11,-1,1,-1,0,0,1
2,1,12,-1,2,1,0,1,0
2,1,13,-1,1,NaN,0,1,0
2,1,14,-1,2,-1,0,1,0
2,1,15,-1,2,-1,0,0,1
2,1,16,-1,3,-1,0,0,1
2,1,17,-1,3,-1,0,0,1
2,1,18,-1,1,-1,0,0,1
2,1,19,-1,3,NaN,0,1,0
2,1,20,-1,1,-1,0,1,0
2,1,21,1,3,1,1,1,0
2,1,22,1,2,1,0,0,1
2,1,23,1,3,1,0,0,1
2,1,24,1,1,1,0,0,1
2,1,25,1,3,1,0,0,1
2,1,26,1,3,1,0,0,1
2,1,27,1,3,1,0,0,1
2,1,28,1,1,1,0,0,1
2,1,29,-1,1,-1,1,1,0
2,1,30,-1,1,NaN,0,1,0
2,1,31,-1,1,-1,0,1,0
2,1,32,-1,3,-1,0,0,1
2,1,33,-1,2,-1,0,0,1
2,1,34,-1,2,-1,0,0,1
2,1,35,1,2,1,1,1,0
2,1,36,1,3,1,0,0,1
2,1,37,1,1,1,0,0,1
2,1,38,1,2,1,0,0,1
2,1,39,1,2,1,0,0,1
2,1,40,1,1,1,0,0,1
2,1,41,1,2,1,0,0,1
2,1,42,1,3,1,0,0,1
2,1,43,-1,3,-1,1,1,0
2,1,44,-1,1,1,0,1,0
2,1,45,-1,3,-1,0,1,0
2,1,46,-1,1,-1,0,0,1
2,1,47,-1,3,-1,0,0,1
2,1,48,-1,3,-1,0,0,1
2,1,49,-1,1,1,0,1,0
2,1,50,-1,3,-1,0,1,0
2,1,51,1,1,NaN,1,1,0
2,1,52,1,1,1,0,1,0
2,1,53,1,2,1,0,0,1
2,1,54,1,1,1,0,0,1
2,1,55,1,1,1,0,0,1
2,1,56,1,2,1,0,0,1
2,1,57,1,2,1,0,0,1
2,1,58,-1,3,1,1,0,1
2,1,59,-1,3,1,0,0,1
2,1,60,-1,2,1,0,0,1
2,1,61,-1,3,1,0,0,1
2,1,62,-1,3,-1,0,1,0
2,1,63,1,2,1,1,1,0
2,1,64,1,3,1,0,0,1
2,1,65,1,1,1,0,0,1
2,1,66,1,2,1,0,0,1
2,1,67,1,1,1,0,0,1
2,1,68,1,3,1,0,0,1
2,1,69,1,1,1,0,0,1
2,1,70,1,2,1,0,0,1
2,1,71,1,1,1,0,0,1
2,1,72,1,2,1,0,0,1
2,1,73,1,2,1,0,0,1
2,1,74,-1,1,1,1,0,1
2,1,75,-1,2,-1,0,1,0
2,1,76,-1,2,-1,0,0,1
2,1,77,-1,3,-1,0,0,1
2,1,78,-1,2,1,0,1,0
2,1,79,-1,1,1,0,0,1
2,1,80,-1,3,-1,0,1,0
2,3,1,-1,3,-1,0,NaN,NaN
2,3,2,-1,3,-1,0,0,1
2,3,3,-1,1,1,0,1,0
2,3,4,-1,1,-1,0,1,0
2,3,5,-1,3,-1,0,0,1
2,3,6,1,3,1,1,1,0
2,3,7,1,1,1,0,0,1
2,3,8,1,1,1,0,0,1
2,3,9,1,2,1,0,0,1
2,3,10,1,2,1,0,0,1
2,3,11,1,3,1,0,0,1
2,3,12,1,1,1,0,0,1
2,3,13,1,3,1,0,0,1
